,,,,,,,,,,,,,,,,,,
,Month,App,City ID,Basket,Payment to Merchants,Trips,Total Eater Fees,Gross Bookings,Payments to Couriers,Incentive to Existing Eaters,Incentive to New Eaters,Discount due to other promotions/subscriptions,Revenue gained due to subscription,Net Revenue,New Eaters,Active Eaters,%SMB,%ENT
,2023-01-01 0:00:00,UberEats,I1,"$83,277","-$66,930","3,076","$22,956","$112,584","-$16,502","-$2,825","-$1,108","-$5,228","$1,528","$15,829",105,"1,084",59.44%,40.56%
,2023-02-01 0:00:00,UberEats,I1,"$81,672","-$65,780","2,993","$22,185","$110,115","-$15,807","-$3,404",-$610,"-$5,041","$1,483","$14,944",93,"1,073",57.97%,42.03%
,2023-03-01 0:00:00,UberEats,I1,"$93,260","-$75,383","3,403","$24,776","$125,126","-$17,925","-$3,700",-$509,"-$5,626","$1,570","$16,280",109,"1,159",57.00%,43.00%
,2023-04-01 0:00:00,UberEats,I1,"$87,172","-$70,452","3,180","$23,654","$117,526","-$16,921","-$3,117","-$1,055","-$5,454","$1,620","$16,231",100,"1,112",56.36%,43.64%
,2023-05-01 0:00:00,UberEats,I1,"$87,029","-$70,633","3,183","$24,303","$117,969","-$16,878","-$2,843","-$1,070","-$5,606","$1,916","$17,165",110,"1,133",56.33%,43.67%
,2023-06-01 0:00:00,UberEats,I1,"$79,261","-$64,474","2,869","$24,348","$109,689","-$14,970","-$1,927",-$957,"-$5,085","$1,994","$18,357",102,"1,053",57.11%,42.89%
,2022-06-01 0:00:00,UberEats,K1,"$49,523","-$40,103","1,889","$13,005","$67,671","-$7,603","-$1,342",-$908,"-$2,047","$1,092","$11,378",94,716,66.74%,33.26%
,2022-07-01 0:00:00,UberEats,K1,"$54,130","-$44,304","2,062","$14,423","$74,178","-$7,750","-$2,172",-$917,"-$3,300","$1,229","$10,545",103,761,68.09%,31.91%
,2022-08-01 0:00:00,UberEats,K1,"$52,706","-$43,137","2,037","$14,141","$72,334","-$7,626","-$2,056",-$910,"-$3,390","$1,267","$10,459",103,750,67.75%,32.25%
,2022-09-01 0:00:00,UberEats,K1,"$50,991","-$41,683","1,920","$13,547","$69,850","-$7,088","-$1,550",-$846,"-$3,460","$1,250","$10,349",89,708,65.86%,34.14%
,2022-10-01 0:00:00,UberEats,K1,"$55,029","-$44,945","2,027","$14,372","$75,083","-$7,677","-$1,462",-$982,"-$3,779","$1,337","$10,655",94,737,67.30%,32.70%
,2022-11-01 0:00:00,UberEats,K1,"$53,636","-$43,922","1,969","$14,366","$73,873","-$8,087","-$1,649","-$1,065","-$3,865","$1,314","$9,960",90,736,66.54%,33.46%
,2022-12-01 0:00:00,UberEats,K1,"$57,908","-$47,392","2,086","$15,954","$79,839","-$9,074","-$2,232","-$1,157","-$4,705","$1,402","$10,210",95,764,67.44%,32.56%
,2022-08-01 0:00:00,Postmates,G1,"$1,837","-$1,510",69,$398,"$2,420",-$230,-$139,-$8,-$37,$27,$312,5,30,68.52%,31.48%
,2022-09-01 0:00:00,Postmates,G1,"$1,900","-$1,574",69,$366,"$2,455",-$212,-$151,-$8,-$34,$27,$269,5,32,66.27%,33.73%
,2022-10-01 0:00:00,Postmates,G1,"$1,836","-$1,509",68,$375,"$2,396",-$213,-$120,-$10,-$34,$25,$280,4,29,64.87%,35.13%
,2022-11-01 0:00:00,Postmates,G1,"$1,851","-$1,519",68,$339,"$2,375",-$222,-$179,-$12,-$35,$24,$143,3,28,63.85%,36.15%
,2022-12-01 0:00:00,Postmates,G1,"$2,044","-$1,682",74,$317,"$2,561",-$246,-$140,-$10,-$28,$23,$180,4,28,65.42%,34.58%
,2023-01-01 0:00:00,Postmates,G1,"$1,966","-$1,599",72,$320,"$2,480",-$235,-$166,-$21,-$31,$21,$141,4,22,64.67%,35.33%
,2023-02-01 0:00:00,Postmates,G1,"$1,889","-$1,529",66,$330,"$2,406",-$215,-$195,-$12,-$42,$22,$154,3,21,64.80%,35.20%
,2023-03-01 0:00:00,Postmates,G1,"$2,345","-$1,905",81,$408,"$2,986",-$263,-$224,-$64,-$53,$23,$124,6,26,65.41%,34.59%
,2023-04-01 0:00:00,Postmates,G1,"$2,166","-$1,757",75,$378,"$2,757",-$258,-$173,-$26,-$46,$21,$114,4,24,65.10%,34.90%
,2023-05-01 0:00:00,Postmates,G1,"$2,065","-$1,675",73,$361,"$2,629",-$259,-$182,-$17,-$40,$23,$153,4,23,63.76%,36.24%
,2023-06-01 0:00:00,Postmates,G1,"$2,022","-$1,639",73,$357,"$2,580",-$268,-$153,-$24,-$38,$23,$186,4,23,64.11%,35.89%
,2022-06-01 0:00:00,Postmates,H1,"$13,766","-$11,189",500,"$2,800","$17,662","-$1,380",-$524,-$83,-$201,$125,"$3,177",34,219,79.67%,20.33%
,2022-07-01 0:00:00,Postmates,H1,"$14,286","-$11,714",520,"$2,870","$18,312","-$1,473",-$696,-$85,-$220,$122,"$2,760",37,222,78.89%,21.11%
,2022-08-01 0:00:00,Postmates,H1,"$14,545","-$11,926",526,"$2,804","$18,571","-$1,550","-$1,121",-$48,-$224,$121,"$2,393",38,217,79.29%,20.71%
,2022-09-01 0:00:00,Postmates,H1,"$14,156","-$11,586",508,"$2,541","$17,792","-$1,306","-$1,056",-$30,-$204,$114,"$2,137",31,212,80.01%,19.99%
,2022-10-01 0:00:00,Postmates,H1,"$14,545","-$11,877",513,"$2,624","$18,312","-$1,434","-$1,049",-$54,-$211,$121,"$2,204",28,204,78.71%,21.29%
,2022-11-01 0:00:00,Postmates,H1,"$14,156","-$11,578",497,"$2,316","$17,662","-$1,465","-$1,273",-$79,-$206,$115,"$1,758",22,192,79.20%,20.80%
,2022-12-01 0:00:00,Postmates,H1,"$14,675","-$11,998",506,"$2,124","$18,052","-$1,429",-$990,-$85,-$190,$110,"$1,967",21,184,79.53%,20.47%
,2023-01-01 0:00:00,Postmates,H1,"$14,416","-$11,648",503,"$2,152","$17,662","-$1,403","-$1,423",-$173,-$211,$109,"$1,613",25,155,78.96%,21.04%
,2023-02-01 0:00:00,Postmates,H1,"$14,416","-$11,622",487,"$2,187","$17,662","-$1,414","-$1,520",-$215,-$238,$103,"$1,506",23,154,79.62%,20.38%
,2023-03-01 0:00:00,Postmates,H1,"$18,831","-$15,325",617,"$2,781","$23,117","-$1,829","-$2,198","-$1,174",-$326,$127,"$1,660",54,200,80.14%,19.86%
,2023-04-01 0:00:00,Postmates,H1,"$16,883","-$13,636",562,"$2,525","$20,779","-$1,673","-$1,746",-$381,-$299,$121,"$1,780",27,175,79.36%,20.64%
,2023-05-01 0:00:00,Postmates,H1,"$18,312","-$14,805",613,"$2,739","$22,468","-$1,853","-$2,702",-$347,-$322,$150,"$1,192",36,184,78.65%,21.35%
,2023-06-01 0:00:00,Postmates,H1,"$16,364","-$13,247",560,"$2,491","$20,130","-$1,668","-$1,811",-$594,-$265,$134,"$1,586",45,191,78.82%,21.18%
,2022-06-01 0:00:00,Postmates,I1,"$32,468","-$26,104","1,154","$8,053","$43,117","-$7,070","-$1,334",-$68,"-$1,035",$599,"$5,043",31,422,63.68%,36.32%
,2022-07-01 0:00:00,Postmates,I1,"$32,468","-$26,234","1,140","$8,056","$42,987","-$6,822","-$1,456",-$58,"-$1,088",$568,"$4,744",28,410,64.91%,35.09%
,2022-08-01 0:00:00,Postmates,I1,"$31,429","-$25,455","1,102","$8,105","$41,948","-$6,635","-$2,136",-$22,"-$1,017",$548,"$4,443",27,392,66.66%,33.34%
,2022-09-01 0:00:00,Postmates,I1,"$30,390","-$24,675","1,051","$7,516","$40,260","-$6,324","-$2,116",-$45,-$949,$522,"$3,958",24,381,65.79%,34.21%
,2022-10-01 0:00:00,Postmates,I1,"$31,429","-$25,455","1,079","$7,847","$41,818","-$6,609","-$1,970",-$59,-$988,$534,"$4,269",21,378,63.65%,36.35%
,2022-11-01 0:00:00,Postmates,I1,"$27,662","-$22,338",955,"$7,811","$37,662","-$5,813",-$874,-$86,"-$1,078",$527,"$5,479",17,338,63.27%,36.73%
,2022-12-01 0:00:00,Postmates,I1,"$28,442","-$22,987",954,"$8,089","$38,831","-$5,363",-$916,-$73,"-$1,226",$526,"$6,124",17,330,64.71%,35.29%
,2023-01-01 0:00:00,Postmates,I1,"$26,104","-$21,039",880,"$7,472","$35,584","-$4,677",-$982,-$73,"-$1,171",$510,"$6,002",16,292,65.03%,34.97%
,2023-02-01 0:00:00,Postmates,I1,"$24,545","-$19,740",820,"$6,987","$33,506","-$4,292",-$834,-$101,"-$1,077",$487,"$5,778",15,280,65.90%,34.10%
,2023-03-01 0:00:00,Postmates,I1,"$28,571","-$23,117",945,"$8,035","$38,831","-$4,950","-$1,387",-$321,"-$1,259",$534,"$6,176",23,309,65.19%,34.81%
,2023-04-01 0:00:00,Postmates,I1,"$25,065","-$20,260",846,"$7,106","$34,156","-$4,521",-$778,-$90,"-$1,054",$468,"$5,945",13,274,64.25%,35.75%
,2023-05-01 0:00:00,Postmates,I1,"$25,455","-$20,649",852,"$7,174","$34,675","-$4,567","-$1,098",-$103,"-$1,020",$481,"$5,809",17,276,65.53%,34.47%
,2023-06-01 0:00:00,Postmates,I1,"$22,727","-$18,312",761,"$7,043","$31,558","-$4,065",-$647,-$132,-$813,$441,"$6,065",15,256,65.92%,34.08%
,2022-06-01 0:00:00,Postmates,K1,"$11,047","-$9,035",395,"$2,785","$14,935","-$1,350",-$433,-$31,-$372,$256,"$2,663",15,154,76.51%,23.49%
,2022-07-01 0:00:00,Postmates,K1,"$11,134","-$9,157",393,"$2,702","$14,935","-$1,312",-$542,-$49,-$388,$236,"$2,325",16,153,75.80%,24.20%
,2022-08-01 0:00:00,Postmates,K1,"$10,984","-$9,023",381,"$2,531","$14,675","-$1,255",-$748,-$23,-$374,$219,"$2,050",14,143,77.04%,22.96%
,2022-09-01 0:00:00,Postmates,K1,"$10,678","-$8,815",364,"$2,279","$14,026","-$1,121",-$826,-$20,-$348,$213,"$1,737",11,143,77.50%,22.50%
,2022-10-01 0:00:00,Postmates,K1,"$10,663","-$8,780",359,"$2,369","$14,156","-$1,129",-$674,-$32,-$359,$213,"$1,839",10,131,75.99%,24.01%
,2022-11-01 0:00:00,Postmates,K1,"$9,342","-$7,687",317,"$2,247","$12,615","-$1,027",-$312,-$30,-$337,$200,"$2,028",7,117,75.63%,24.37%
,2022-12-01 0:00:00,Postmates,K1,"$9,556","-$7,867",319,"$2,206","$12,728","-$1,060",-$302,-$16,-$317,$182,"$2,095",8,115,76.06%,23.94%
,2023-01-01 0:00:00,UberEats,K1,"$58,757","-$48,091","2,157","$15,971","$81,118","-$7,827","-$2,365","-$1,103","-$4,947","$1,412","$12,236",100,764,68.63%,31.37%
,2023-02-01 0:00:00,UberEats,K1,"$58,728","-$48,133","2,106","$15,958","$80,863","-$7,871","-$2,852",-$612,"-$5,103","$1,350","$10,804",88,759,68.69%,31.31%
,2023-03-01 0:00:00,UberEats,K1,"$69,854","-$57,569","2,522","$16,215","$93,337","-$8,889","-$3,685",-$442,"-$4,576","$1,413","$10,621",113,880,68.86%,31.14%
,2023-04-01 0:00:00,UberEats,K1,"$63,430","-$52,124","2,320","$14,651","$84,791","-$8,128","-$2,617",-$990,"-$3,988","$1,377","$10,993",97,830,66.87%,33.13%
,2023-05-01 0:00:00,UberEats,K1,"$64,136","-$52,998","2,357","$14,687","$85,417","-$8,184","-$2,480","-$1,080","-$3,850","$1,617","$11,362",112,852,68.77%,31.23%
,2023-06-01 0:00:00,UberEats,K1,"$64,013","-$52,837","2,350","$14,557","$84,979","-$8,047","-$1,474","-$1,072","-$3,718","$1,699","$13,125",118,856,69.43%,30.57%
,2022-06-01 0:00:00,UberEats,K2,"$26,586","-$21,668","1,118","$6,989","$35,670","-$4,271",-$780,-$292,-$674,$349,"$6,058",32,305,46.97%,53.03%
,2022-07-01 0:00:00,UberEats,K2,"$28,639","-$23,603","1,214","$7,577","$38,477","-$4,284",-$993,-$293,"-$1,180",$396,"$5,899",34,317,49.38%,50.62%
,2022-08-01 0:00:00,UberEats,K2,"$26,914","-$22,077","1,150","$7,124","$36,198","-$3,982","-$1,218",-$240,"-$1,183",$421,"$5,504",31,304,51.36%,48.64%
,2022-09-01 0:00:00,UberEats,K2,"$27,622","-$22,663","1,147","$7,345","$37,179","-$4,287","-$1,376",-$246,"-$1,302",$417,"$5,245",29,305,49.21%,50.79%
,2022-10-01 0:00:00,UberEats,K2,"$27,265","-$22,273","1,132","$7,490","$36,941","-$3,590","-$1,260",-$236,"-$1,510",$468,"$6,193",28,300,48.56%,51.44%
,2022-11-01 0:00:00,UberEats,K2,"$26,368","-$21,585","1,085","$7,104","$35,615","-$3,578",-$995,-$254,"-$1,426",$445,"$5,857",26,295,48.51%,51.49%
,2022-12-01 0:00:00,UberEats,K2,"$26,767","-$21,948","1,069","$7,253","$36,169","-$3,182",-$811,-$239,"-$1,583",$470,"$6,411",26,297,48.60%,51.40%
,2023-01-01 0:00:00,UberEats,K2,"$28,471","-$23,266","1,144","$7,684","$38,440","-$3,470","-$1,015",-$246,"-$1,862",$471,"$6,506",29,307,48.48%,51.52%
,2023-02-01 0:00:00,UberEats,K2,"$28,928","-$23,490","1,128","$7,636","$38,891","-$3,825","-$1,020",-$167,"-$1,908",$470,"$6,238",26,305,50.21%,49.79%
,2023-03-01 0:00:00,UberEats,K2,"$32,880","-$26,881","1,300","$8,972","$44,485","-$4,484",-$804,-$150,"-$2,289",$514,"$7,481",33,330,48.30%,51.70%
,2023-04-01 0:00:00,UberEats,K2,"$32,193","-$26,312","1,274","$9,007","$43,766","-$4,559",-$748,-$210,"-$2,284",$531,"$7,461",29,327,46.94%,53.06%
,2023-05-01 0:00:00,UberEats,K2,"$30,644","-$25,027","1,226","$8,665","$41,741","-$3,604",-$737,-$201,"-$2,220",$652,"$8,120",29,320,48.63%,51.37%
,2023-06-01 0:00:00,UberEats,K2,"$27,577","-$22,508","1,096","$7,716","$37,489","-$3,319",-$501,-$226,"-$1,958",$666,"$7,339",30,300,49.87%,50.13%
,2022-06-01 0:00:00,UberEats,K3,"$26,526","-$21,390","1,012","$6,113","$35,666","-$4,049",-$785,-$387,-$706,$530,"$5,640",45,368,55.30%,44.70%
,2022-07-01 0:00:00,UberEats,K3,"$27,883","-$22,669","1,059","$6,749","$37,859","-$4,030",-$774,-$344,"-$1,167",$596,"$5,914",45,379,57.10%,42.90%
,2022-08-01 0:00:00,UberEats,K3,"$26,612","-$21,559","1,048","$6,519","$36,225","-$3,842",-$653,-$344,"-$1,163",$599,"$5,939",44,373,57.78%,42.22%
,2022-09-01 0:00:00,UberEats,K3,"$25,361","-$20,538",986,"$6,244","$34,550","-$3,421",-$774,-$329,"-$1,158",$581,"$5,391",40,362,56.93%,43.07%
,2022-10-01 0:00:00,UberEats,K3,"$25,367","-$20,505",956,"$6,662","$35,012","-$3,260",-$660,-$342,"-$1,377",$649,"$5,942",38,360,58.13%,41.87%
,2022-11-01 0:00:00,UberEats,K3,"$23,181","-$18,809",889,"$5,922","$31,810","-$3,057",-$396,-$361,"-$1,204",$588,"$5,308",35,338,56.80%,43.20%
,2022-12-01 0:00:00,UberEats,K3,"$23,263","-$18,899",854,"$5,910","$31,890","-$3,025",-$528,-$411,"-$1,332",$593,"$5,113",37,336,57.10%,42.90%
,2023-01-01 0:00:00,UberEats,K3,"$25,493","-$20,513",953,"$6,578","$35,066","-$3,148",-$853,-$433,"-$1,609",$600,"$5,565",41,350,57.30%,42.70%
,2023-02-01 0:00:00,UberEats,K3,"$25,167","-$20,257",958,"$6,503","$34,517","-$2,953",-$979,-$230,"-$1,563",$582,"$5,470",37,349,54.67%,45.33%
,2023-03-01 0:00:00,UberEats,K3,"$29,893","-$24,165","1,103","$7,571","$40,940","-$3,631","-$1,507",-$173,"-$1,891",$618,"$4,681",45,387,54.57%,45.43%
,2023-04-01 0:00:00,UberEats,K3,"$28,607","-$23,081","1,061","$7,403","$39,344","-$3,387","-$1,383",-$380,"-$1,833",$627,"$4,559",42,378,54.59%,45.41%
,2023-05-01 0:00:00,UberEats,K3,"$28,201","-$22,765","1,045","$7,555","$39,011","-$3,630","-$1,181",-$407,"-$1,917",$741,"$5,566",46,378,55.36%,44.64%
,2023-06-01 0:00:00,UberEats,K3,"$27,171","-$21,991",985,"$7,072","$37,449","-$3,915",-$896,-$374,"-$1,776",$768,"$4,971",48,363,55.63%,44.37%
,2022-06-01 0:00:00,UberEats,L1,"$214,387","-$172,783","7,615","$49,717","$281,515","-$28,577","-$6,184","-$1,952","-$11,311","$3,825","$45,252",213,"2,290",70.22%,29.78%
,2022-07-01 0:00:00,UberEats,L1,"$236,798","-$188,498","8,309","$51,922","$307,929","-$30,414","-$9,271","-$1,865","-$10,917","$4,001","$42,268",237,"2,458",72.74%,27.26%
,2022-08-01 0:00:00,UberEats,L1,"$229,342","-$182,001","8,105","$50,543","$298,508","-$24,436","-$10,668","-$1,605","-$11,183","$4,000","$51,093",209,"2,369",72.70%,27.30%
,2022-09-01 0:00:00,UberEats,L1,"$227,033","-$180,477","7,949","$50,796","$296,174","-$26,395","-$9,995","-$1,636","-$11,643","$3,775","$46,168",195,"2,356",69.99%,30.01%
,2022-10-01 0:00:00,UberEats,L1,"$240,168","-$190,739","8,299","$53,481","$313,126","-$25,149","-$10,136","-$1,738","-$13,007","$4,189","$49,411",199,"2,434",69.56%,30.44%
,2022-11-01 0:00:00,UberEats,L1,"$226,010","-$180,117","7,800","$51,191","$295,535","-$25,864","-$8,697","-$1,809","-$12,630","$4,197","$49,041",179,"2,317",69.43%,30.57%
,2022-12-01 0:00:00,UberEats,L1,"$246,884","-$196,527","8,368","$56,370","$323,163","-$27,558","-$10,089","-$2,150","-$14,358","$4,433","$54,290",198,"2,437",70.76%,29.24%
,2023-01-01 0:00:00,UberEats,L1,"$250,025","-$200,033","8,564","$57,033","$327,234","-$26,244","-$10,867","-$1,994","-$15,478","$4,498","$56,770",203,"2,444",70.95%,29.05%
,2023-02-01 0:00:00,UberEats,L1,"$236,772","-$188,575","8,041","$54,152","$310,049","-$25,122","-$10,393","-$1,185","-$15,286","$4,316","$53,880",177,"2,353",70.49%,29.51%
,2023-03-01 0:00:00,UberEats,L1,"$271,696","-$217,391","9,186","$61,719","$355,147","-$28,418","-$12,108","-$1,155","-$17,587","$4,553","$58,759",217,"2,558",70.10%,29.90%
,2023-04-01 0:00:00,UberEats,L1,"$256,783","-$205,608","8,723","$57,237","$334,546","-$27,220","-$9,444","-$1,909","-$15,805","$4,509","$57,752",199,"2,504",69.57%,30.43%
,2023-05-01 0:00:00,UberEats,L1,"$270,867","-$216,945","9,127","$59,149","$351,615","-$31,131","-$10,858","-$1,957","-$15,629","$5,213","$58,808",219,"2,669",70.63%,29.37%
,2023-01-01 0:00:00,Postmates,K1,"$9,317","-$7,657",317,"$2,094","$12,426",-$994,-$370,-$21,-$288,$169,"$2,118",7,101,76.67%,23.33%
,2023-02-01 0:00:00,Postmates,K1,"$8,516","-$6,998",286,"$1,930","$11,354",-$938,-$276,-$19,-$271,$145,"$1,902",6,95,76.91%,23.09%
,2023-03-01 0:00:00,Postmates,K1,"$9,726","-$8,008",323,"$2,167","$12,922","-$1,045",-$463,-$97,-$312,$167,"$1,961",10,102,77.78%,22.22%
,2023-04-01 0:00:00,Postmates,K1,"$8,778","-$7,204",295,"$2,000","$11,723",-$940,-$261,-$33,-$278,$154,"$2,026",6,92,76.57%,23.43%
,2023-05-01 0:00:00,Postmates,K1,"$8,603","-$7,077",288,"$1,971","$11,480",-$936,-$369,-$28,-$266,$165,"$1,917",7,91,78.00%,22.00%
,2023-06-01 0:00:00,Postmates,K1,"$8,134","-$6,696",278,"$1,918","$10,880",-$909,-$246,-$36,-$232,$154,"$2,011",8,90,78.46%,21.54%
,2022-06-01 0:00:00,Postmates,K2,"$1,218","-$1,010",48,$342,"$1,656",-$157,-$42,-$7,-$38,$20,$307,3,16,51.09%,48.91%
,2022-07-01 0:00:00,Postmates,K2,"$1,334","-$1,107",53,$372,"$1,811",-$179,-$59,-$10,-$41,$19,$308,3,16,52.42%,47.58%
,2022-08-01 0:00:00,Postmates,K2,"$1,357","-$1,127",52,$351,"$1,817",-$173,-$84,-$4,-$39,$17,$272,3,16,54.27%,45.73%
,2022-09-01 0:00:00,Postmates,K2,"$1,260","-$1,043",49,$319,"$1,681",-$179,-$80,-$1,-$36,$17,$232,2,15,51.04%,48.96%
,2022-10-01 0:00:00,Postmates,K2,"$1,208",-$995,47,$306,"$1,610",-$145,-$62,-$2,-$40,$19,$261,2,14,52.65%,47.35%
,2022-11-01 0:00:00,Postmates,K2,"$1,190",-$986,44,$253,"$1,540",-$143,-$80,-$5,-$31,$15,$171,2,13,52.08%,47.92%
,2022-12-01 0:00:00,Postmates,K2,"$1,230","-$1,023",46,$199,"$1,528",-$131,-$63,-$2,-$18,$12,$163,2,13,50.44%,49.56%
,2023-01-01 0:00:00,Postmates,K2,"$1,248","-$1,032",48,$215,"$1,564",-$146,-$72,-$10,-$22,$13,$167,2,12,49.22%,50.78%
,2023-02-01 0:00:00,Postmates,K2,"$1,268","-$1,045",47,$262,"$1,632",-$164,-$85,-$5,-$34,$14,$170,1,12,53.39%,46.61%
,2023-03-01 0:00:00,Postmates,K2,"$1,510","-$1,246",55,$302,"$1,932",-$193,-$108,-$38,-$36,$16,$205,3,14,54.78%,45.22%
,2023-04-01 0:00:00,Postmates,K2,"$1,414","-$1,166",52,$290,"$1,815",-$195,-$85,-$16,-$37,$14,$200,2,13,51.04%,48.96%
,2023-05-01 0:00:00,Postmates,K2,"$1,441","-$1,186",53,$293,"$1,848",-$164,-$127,-$15,-$39,$16,$198,2,13,49.03%,50.97%
,2023-06-01 0:00:00,Postmates,K2,"$1,276","-$1,049",48,$260,"$1,638",-$155,-$84,-$18,-$26,$13,$197,2,13,51.52%,48.48%
,2022-06-01 0:00:00,Postmates,K3,"$1,297","-$1,073",47,$274,"$1,715",-$160,-$63,-$11,-$15,$16,$240,4,23,59.25%,40.75%
,2022-07-01 0:00:00,Postmates,K3,"$1,327","-$1,095",47,$279,"$1,754",-$169,-$84,-$9,-$18,$17,$226,4,23,64.49%,35.51%
,2022-08-01 0:00:00,Postmates,K3,"$1,419","-$1,168",52,$295,"$1,872",-$188,-$140,-$6,-$21,$18,$192,5,24,63.79%,36.21%
,2022-09-01 0:00:00,Postmates,K3,"$1,490","-$1,243",54,$270,"$1,925",-$166,-$145,-$5,-$20,$16,$158,4,26,62.58%,37.42%
,2022-10-01 0:00:00,Postmates,K3,"$1,383","-$1,139",50,$270,"$1,806",-$160,-$130,-$8,-$17,$14,$169,3,22,61.45%,38.55%
,2022-11-01 0:00:00,Postmates,K3,"$1,309","-$1,076",46,$229,"$1,681",-$157,-$150,-$4,-$18,$15,$95,2,21,63.43%,36.57%
,2022-12-01 0:00:00,Postmates,K3,"$1,224","-$1,011",42,$180,"$1,533",-$146,-$118,-$6,-$15,$14,$77,2,18,65.01%,34.99%
,2023-01-01 0:00:00,Postmates,K3,"$1,322","-$1,076",46,$209,"$1,673",-$153,-$182,-$5,-$19,$13,$55,2,17,60.17%,39.83%
,2023-02-01 0:00:00,Postmates,K3,"$1,333","-$1,083",46,$216,"$1,691",-$140,-$154,-$6,-$24,$14,$89,2,16,59.80%,40.20%
,2023-03-01 0:00:00,Postmates,K3,"$1,599","-$1,310",54,$255,"$2,024",-$178,-$172,-$49,-$27,$15,$65,3,19,57.81%,42.19%
,2023-04-01 0:00:00,Postmates,K3,"$1,433","-$1,172",50,$236,"$1,823",-$160,-$131,-$22,-$22,$14,$77,2,17,57.72%,42.28%
,2023-05-01 0:00:00,Postmates,K3,"$1,399","-$1,141",50,$235,"$1,784",-$185,-$159,-$17,-$22,$14,$59,3,18,59.70%,40.30%
,2023-06-01 0:00:00,Postmates,K3,"$1,311","-$1,070",46,$219,"$1,673",-$207,-$116,-$18,-$17,$12,$53,3,16,61.90%,38.10%
,2022-06-01 0:00:00,Postmates,L1,"$75,584","-$62,208","2,665","$16,753","$98,571","-$7,933","-$2,467",-$84,"-$1,748",$959,"$17,662",50,777,74.30%,25.70%
,2022-07-01 0:00:00,Postmates,L1,"$78,442","-$63,896","2,726","$15,974","$100,779","-$7,691","-$2,843",-$92,"-$1,469",$933,"$15,974",51,779,74.66%,25.34%
,2022-08-01 0:00:00,Postmates,L1,"$76,753","-$62,597","2,665","$14,675","$97,792","-$7,353","-$3,677",-$40,"-$1,392",$891,"$15,844",46,743,74.94%,25.06%
,2022-09-01 0:00:00,Postmates,L1,"$74,675","-$60,909","2,567","$13,636","$94,416","-$7,133","-$3,509",-$35,"-$1,297",$843,"$13,896",40,726,74.06%,25.94%
,2022-10-01 0:00:00,Postmates,L1,"$76,494","-$62,338","2,610","$13,896","$96,494","-$6,883","-$3,665",-$85,"-$1,336",$845,"$13,766",35,714,73.32%,26.68%
,2022-11-01 0:00:00,Postmates,L1,"$75,325","-$61,558","2,540","$12,375","$93,766","-$7,260","-$5,618",-$107,"-$1,290",$816,"$10,699",30,685,73.30%,26.70%
,2022-12-01 0:00:00,Postmates,L1,"$81,299","-$66,364","2,684","$11,897","$99,870","-$7,520","-$5,284",-$83,"-$1,275",$780,"$11,667",31,694,74.78%,25.22%
,2023-01-01 0:00:00,Postmates,L1,"$81,688","-$66,494","2,730","$11,711","$100,000","-$7,402","-$6,157",-$132,"-$1,316",$763,"$11,691",38,656,74.54%,25.46%
,2023-02-01 0:00:00,Postmates,L1,"$78,312","-$63,636","2,569","$11,326","$95,974","-$7,069","-$6,854",-$149,"-$1,303",$724,"$10,480",29,632,74.46%,25.54%
,2023-03-01 0:00:00,Postmates,L1,"$88,571","-$72,208","2,908","$12,772","$108,442","-$8,198","-$6,161",-$436,"-$1,424",$757,"$12,944",41,677,74.36%,25.64%
,2023-04-01 0:00:00,Postmates,L1,"$83,247","-$67,792","2,745","$12,020","$101,948","-$7,927","-$4,888",-$198,"-$1,342",$706,"$13,117",27,645,73.60%,26.40%
,2023-05-01 0:00:00,Postmates,L1,"$86,623","-$70,519","2,855","$12,427","$105,974","-$8,737","-$6,207",-$166,"-$1,366",$768,"$12,345",37,660,74.35%,25.65%
,2023-06-01 0:00:00,UberEats,L1,"$259,344","-$207,720","8,791","$56,230","$336,422","-$27,402","-$6,399","-$1,960","-$14,707","$5,436","$60,991",221,"2,538",70.80%,29.20%
,2022-06-01 0:00:00,UberEats,L2,"$1,006,498","-$820,133","35,535","$221,471","$1,319,315","-$172,388","-$20,989","-$6,664","-$28,258","$10,465","$182,845",695,"9,696",78.49%,21.51%
,2022-07-01 0:00:00,UberEats,L2,"$1,076,343","-$888,645","37,433","$230,110","$1,404,363","-$163,771","-$32,982","-$6,584","-$39,056","$11,864","$176,101",769,"9,941",79.72%,20.28%
,2022-08-01 0:00:00,UberEats,L2,"$1,083,920","-$889,756","37,752","$246,874","$1,429,315","-$167,381","-$43,030","-$5,578","-$41,751","$11,985","$188,744",676,"9,946",80.31%,19.69%
,2022-09-01 0:00:00,UberEats,L2,"$1,097,588","-$899,045","37,704","$250,951","$1,448,045","-$178,954","-$47,338","-$5,624","-$43,646","$11,258","$174,577",670,"9,959",79.98%,20.02%
,2022-10-01 0:00:00,UberEats,L2,"$1,174,720","-$960,360","40,001","$267,030","$1,548,535","-$189,021","-$45,063","-$5,462","-$47,964","$12,487","$187,506",647,"10,241",80.00%,20.00%
,2022-11-01 0:00:00,UberEats,L2,"$1,123,480","-$938,869","38,224","$258,132","$1,483,647","-$175,419","-$40,126","-$5,372","-$46,681","$12,971","$184,656",586,"10,034",79.82%,20.18%
